Order Number,Line Item,Order Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code
1457034,1,2018-12-27,810226,33,1601,2,EUR
1457043,1,2018-12-27,2043646,61,445,3,USD
1457044,1,2018-12-27,1929478,0,1521,3,USD
1457047,1,2018-12-27,1482039,43,1690,3,USD
1457053,1,2018-12-27,641841,16,2510,3,EUR
1457055,1,2018-12-27,1190196,38,146,2,GBP
1457056,1,2018-12-27,1673408,44,1752,3,USD
1457067,1,2018-12-27,1456036,0,1408,2,USD
1457069,1,2018-12-27,1610770,56,1518,2,USD
1457070,1,2018-12-27,1867338,62,2103,2,USD
1457074,1,2018-12-27,1313113,61,550,1,USD
1457075,1,2018-12-27,1919773,49,1430,1,USD
1457079,1,2018-12-27,282556,0,1654,1,CAD
1457080,1,2018-12-27,890094,0,45,1,EUR
1458000,1,2018-12-28,1139316,40,1612,1,GBP
1458003,1,2018-12-28,1057151,36,1709,5,GBP
1458007,1,2018-12-28,418899,24,1615,6,EUR
1458008,1,2018-12-28,1524756,55,1510,2,USD
1458009,1,2018-12-28,484181,24,1359,6,EUR
1458012,1,2018-12-28,1560490,54,73,3,USD
1458013,1,2018-12-28,1718194,0,1080,1,USD
1458024,1,2018-12-28,910032,42,1458,5,GBP
1458028,1,2018-12-28,1373535,48,518,9,USD
1458030,1,2018-12-28,1937990,66,1752,1,USD
1458033,1,2018-12-28,1728060,61,494,5,USD
1458036,1,2018-12-28,1412576,59,1544,1,USD
1458039,1,2018-12-28,1156456,0,1806,1,GBP
1458041,1,2018-12-28,248178,8,460,2,CAD
1458042,1,2018-12-28,412760,19,66,6,EUR
1458046,1,2018-12-28,500029,19,1494,3,EUR
1458051,1,2018-12-28,1167778,0,1641,2,GBP
1458053,1,2018-12-28,1504430,57,446,1,USD
1458054,1,2018-12-28,1745966,47,1416,1,USD
1459000,1,2018-12-29,1801025,47,409,2,USD
1459003,1,2018-12-29,458601,24,1577,2,EUR
1459015,1,2018-12-29,1792421,51,500,7,USD
1459018,1,2018-12-29,320652,9,1356,4,CAD
1459023,1,2018-12-29,1027720,37,2106,3,GBP
1459024,1,2018-12-29,878978,31,383,3,EUR
1459029,1,2018-12-29,1870226,0,429,1,USD
1459032,1,2018-12-29,1235559,66,50,6,USD
1459036,1,2018-12-29,1702221,51,1638,1,USD
1459039,1,2018-12-29,1050006,36,337,2,GBP
1459042,1,2018-12-29,2092033,0,1590,1,USD
1459044,1,2018-12-29,879917,31,2000,1,EUR
1459045,1,2018-12-29,780806,29,1554,8,EUR
1459048,1,2018-12-29,1253996,0,2102,2,USD
1459053,1,2018-12-29,468124,19,417,5,EUR
1459061,1,2018-12-29,1595386,47,2278,2,USD
1459065,1,2018-12-29,1989635,0,1596,7,USD
1459072,1,2018-12-29,993480,39,2205,2,GBP
1459076,1,2018-12-29,77150,1,408,9,AUD
1459079,1,2018-12-29,2067182,54,449,6,USD
1459081,1,2018-12-29,187544,4,2515,1,AUD
1459087,1,2018-12-29,679405,12,89,2,EUR
1459088,1,2018-12-29,133358,0,431,6,AUD
1459089,1,2018-12-29,570046,0,1282,5,EUR
1459090,1,2018-12-29,1198463,38,1617,2,GBP
1459093,1,2018-12-29,220755,0,1605,2,CAD
1460001,1,2018-12-30,624622,12,1580,1,EUR
1461001,1,2018-12-31,1647940,0,1101,8,USD
1461008,1,2018-12-31,979053,40,1449,5,GBP
1461010,1,2018-12-31,1108421,36,157,5,GBP
1461011,1,2018-12-31,816932,31,151,2,EUR
1461013,1,2018-12-31,204030,0,41,4,CAD
1461021,1,2018-12-31,1392468,0,1626,2,USD
1461025,1,2018-12-31,1480276,57,186,9,USD
1461026,1,2018-12-31,1645441,65,166,2,USD
1461029,1,2018-12-31,1633997,50,23,1,USD
1461030,1,2018-12-31,1194540,36,1138,2,GBP
1461032,1,2018-12-31,996031,37,143,1,GBP
1461033,1,2018-12-31,853262,33,1613,1,EUR
1461034,1,2018-12-31,1467046,45,443,3,USD
1461035,1,2018-12-31,342652,10,2087,4,CAD
1461036,1,2018-12-31,1453451,0,2213,3,USD
1461038,1,2018-12-31,367131,10,1435,4,CAD
1461039,1,2018-12-31,1413890,59,1032,2,USD
1462001,1,2019-01-01,777391,29,358,5,EUR
1462006,1,2019-01-01,1981433,45,2129,1,USD
1462008,1,2019-01-01,1592335,64,434,1,USD
1462013,1,2019-01-01,267691,0,107,5,CAD
1462014,1,2019-01-01,756504,29,158,2,EUR
1462015,1,2019-01-01,524021,22,2499,3,EUR
1462016,1,2019-01-01,1981968,50,1671,2,USD
1462018,1,2019-01-01,1810547,59,397,3,USD
1462024,1,2019-01-01,1297782,59,1027,1,USD
1462025,1,2019-01-01,1327821,62,433,4,USD
1462027,1,2019-01-01,1414205,0,11,2,USD
1462028,1,2019-01-01,1498031,64,1719,2,USD
1462031,1,2019-01-01,784331,29,606,1,EUR
1462033,1,2019-01-01,1633913,0,1399,3,USD
1462041,1,2019-01-01,921229,37,1191,7,GBP
1462044,1,2019-01-01,1022320,42,677,6,GBP
1462045,1,2019-01-01,1951406,49,1267,8,USD
1462047,1,2019-01-01,1720405,48,440,4,USD
1462051,1,2019-01-01,272295,0,1665,4,CAD
1462053,1,2019-01-01,1703884,44,1684,7,USD
1463000,1,2019-01-02,436081,23,1268,2,EUR
1463002,1,2019-01-02,487107,22,1724,5,EUR
1463004,1,2019-01-02,1840260,62,1264,1,USD
1463007,1,2019-01-02,702544,0,426,3,EUR
1463009,1,2019-01-02,770560,29,1655,5,EUR
1463014,1,2019-01-02,857753,34,1695,3,EUR
1463015,1,2019-01-02,212881,8,463,1,CAD
1463018,1,2019-01-02,516226,22,109,3,EUR
1463026,1,2019-01-02,507938,0,133,1,EUR
1463027,1,2019-01-02,1364466,51,1591,4,USD
1463035,1,2019-01-02,1318608,48,79,1,USD
1463043,1,2019-01-02,725795,30,1563,1,EUR
1463044,1,2019-01-02,1353398,56,128,1,USD
1463046,1,2019-01-02,314334,10,1337,3,CAD
1463047,1,2019-01-02,535370,23,1593,5,EUR
1463048,1,2019-01-02,1461681,59,1783,6,USD
1463050,1,2019-01-02,1119619,0,502,2,GBP
1463052,1,2019-01-02,894227,33,1563,1,EUR
1463055,1,2019-01-02,1899495,57,1544,2,USD
1463061,1,2019-01-02,520991,0,1300,2,EUR
1463064,1,2019-01-02,2022707,62,1655,2,USD
1464007,1,2019-01-03,1262399,0,1634,2,USD
1464008,1,2019-01-03,1503301,0,443,3,USD
1464012,1,2019-01-03,151044,4,1696,1,AUD
1464021,1,2019-01-03,444654,23,936,4,EUR
1464023,1,2019-01-03,1956840,0,1674,1,USD
1464025,1,2019-01-03,1760136,61,2132,3,USD
1464027,1,2019-01-03,1845277,54,102,7,USD
1464031,1,2019-01-03,186266,5,1580,3,AUD
1464035,1,2019-01-03,216372,9,348,8,CAD
1464036,1,2019-01-03,224035,8,2115,2,CAD
1464037,1,2019-01-03,1582741,0,109,2,USD
1464038,1,2019-01-03,319202,9,1291,2,CAD
1464040,1,2019-01-03,1180909,0,1610,1,GBP
1464041,1,2019-01-03,2021353,47,1662,3,USD
1464042,1,2019-01-03,1458743,61,103,1,USD
1464044,1,2019-01-03,301736,9,1552,5,CAD
1464047,1,2019-01-03,127146,5,1054,2,AUD
1464049,1,2019-01-03,152445,6,45,4,AUD
1464052,1,2019-01-03,1437958,0,428,5,USD
1464058,1,2019-01-03,517158,0,2082,3,EUR
1465003,1,2019-01-04,946719,39,1642,1,GBP
1465005,1,2019-01-04,1714946,49,81,1,USD
1465009,1,2019-01-04,1328229,53,526,9,USD
1465012,1,2019-01-04,672896,16,1463,3,EUR
1465014,1,2019-01-04,784983,0,1654,3,EUR
1465015,1,2019-01-04,1272497,47,1955,2,USD
1465020,1,2019-01-04,1918103,50,1282,1,USD
1465021,1,2019-01-04,581404,21,1481,2,EUR
1465027,1,2019-01-04,215948,9,108,1,CAD
1465032,1,2019-01-04,567932,0,2059,6,EUR
1465033,1,2019-01-04,1948840,0,1580,2,USD
1465036,1,2019-01-04,1300132,0,168,3,USD
1465039,1,2019-01-04,1041126,0,1358,3,GBP
1465043,1,2019-01-04,1496883,59,60,1,USD
1466002,1,2019-01-05,44493,0,1732,1,AUD
1466003,1,2019-01-05,91756,0,77,7,AUD
1466007,1,2019-01-05,894362,34,1733,2,EUR
1466012,1,2019-01-05,248476,0,113,6,CAD
1466013,1,2019-01-05,1430625,65,52,2,USD
1466016,1,2019-01-05,347907,9,2232,2,CAD
1466018,1,2019-01-05,1721961,63,2103,4,USD
1466023,1,2019-01-05,1717242,64,14,1,USD
1466024,1,2019-01-05,1112974,36,2165,1,GBP
1466027,1,2019-01-05,1543325,57,70,6,USD
1466029,1,2019-01-05,1961837,51,643,3,USD
1466031,1,2019-01-05,1481067,44,427,6,USD
1466035,1,2019-01-05,1163087,38,1790,1,GBP
1466036,1,2019-01-05,1146045,36,1430,1,GBP
1466040,1,2019-01-05,962575,40,447,3,GBP
1466041,1,2019-01-05,1012662,42,478,1,GBP
1466045,1,2019-01-05,1892767,64,1722,4,USD
1466047,1,2019-01-05,1549671,44,1426,4,USD
1466054,1,2019-01-05,1016078,42,417,7,GBP
1466059,1,2019-01-05,1006036,0,469,1,GBP
1466061,1,2019-01-05,86465,0,2496,3,AUD
1466073,1,2019-01-05,1796950,53,99,9,USD
1466074,1,2019-01-05,1822089,63,675,3,USD
1467000,1,2019-01-06,1174179,38,2501,7,GBP
1467003,1,2019-01-06,1387753,55,589,1,USD
1467005,1,2019-01-06,1730190,0,1346,5,USD
1468002,1,2019-01-07,278255,9,1582,1,CAD
1468003,1,2019-01-07,755504,30,68,3,EUR
1468005,1,2019-01-07,1736623,57,1381,4,USD
1468007,1,2019-01-07,1874019,0,2102,6,USD
1468008,1,2019-01-07,1719794,53,1706,6,USD
1468013,1,2019-01-07,1802602,62,459,2,USD
1468015,1,2019-01-07,1577191,0,1667,1,USD
1468019,1,2019-01-07,2024029,61,699,3,USD
1468021,1,2019-01-07,161286,5,570,7,AUD
1468025,1,2019-01-07,477948,20,1063,2,EUR
1468027,1,2019-01-07,1862520,61,1521,1,USD
1468029,1,2019-01-07,576913,21,2515,4,EUR
1469001,1,2019-01-08,1939013,64,2508,1,USD
1469005,1,2019-01-08,1726826,54,57,6,USD
1469006,1,2019-01-08,907297,37,1438,2,GBP
1469008,1,2019-01-08,258236,0,61,1,CAD
1469011,1,2019-01-08,905941,36,453,2,GBP
1469013,1,2019-01-08,147228,6,1645,1,AUD
1469018,1,2019-01-08,1124706,39,419,7,GBP
1469021,1,2019-01-08,718151,0,1656,2,EUR
1469024,1,2019-01-08,1766951,44,491,3,USD
1469028,1,2019-01-08,1805674,49,97,3,USD
1469031,1,2019-01-08,277906,9,1823,3,CAD
1469032,1,2019-01-08,1138327,0,2472,2,GBP
1470000,1,2019-01-09,347982,9,1429,4,CAD
1470007,1,2019-01-09,1371777,45,2511,7,USD
1470009,1,2019-01-09,2054315,63,1785,3,USD
1470014,1,2019-01-09,1790883,0,1162,6,USD
1470015,1,2019-01-09,717682,29,422,2,EUR
1470018,1,2019-01-09,1416511,53,2515,3,USD
1470019,1,2019-01-09,503788,0,2515,6,EUR
1470024,1,2019-01-09,1007043,36,1724,1,GBP
1470025,1,2019-01-09,105107,5,47,2,AUD
1470026,1,2019-01-09,339050,0,1565,2,CAD
1470029,1,2019-01-09,313127,0,1287,1,CAD
1470030,1,2019-01-09,1007043,39,2237,1,GBP
1470035,1,2019-01-09,317143,9,1659,3,CAD
1471000,1,2019-01-10,1631876,0,1601,2,USD
1471002,1,2019-01-10,1073088,39,78,3,GBP
1471007,1,2019-01-10,265483,0,2224,2,CAD
1471013,1,2019-01-10,1527475,59,1679,6,USD
1471015,1,2019-01-10,746778,29,398,1,EUR
1471016,1,2019-01-10,1368372,0,1704,6,USD
1471017,1,2019-01-10,1751091,57,1099,3,USD
1471019,1,2019-01-10,439771,22,64,1,EUR
1471024,1,2019-01-10,1321532,59,1759,1,USD
1471032,1,2019-01-10,398841,8,1747,1,CAD
1471033,1,2019-01-10,1507348,47,1623,9,USD
1471038,1,2019-01-10,1938586,57,432,1,USD
1471039,1,2019-01-10,1306783,0,2033,1,USD
1472000,1,2019-01-11,413286,23,52,7,EUR
1472006,1,2019-01-11,546598,22,1628,1,EUR
1472008,1,2019-01-11,366153,0,95,4,CAD
1472016,1,2019-01-11,921825,40,107,1,GBP
1472017,1,2019-01-11,1196721,40,416,2,GBP
1472019,1,2019-01-11,1223270,53,1753,4,USD
1473004,1,2019-01-12,1094276,40,1107,1,GBP
1473007,1,2019-01-12,1842116,54,1611,7,USD
1473008,1,2019-01-12,2024029,63,1563,7,USD
1473019,1,2019-01-12,2010827,0,105,2,USD
1473020,1,2019-01-12,242901,10,445,1,CAD
1473023,1,2019-01-12,33444,5,2091,4,AUD
1473029,1,2019-01-12,1540376,65,498,1,USD
1473030,1,2019-01-12,1962805,63,1802,4,USD
1473034,1,2019-01-12,832078,33,69,2,EUR
1473039,1,2019-01-12,1678208,61,30,2,USD
1474000,1,2019-01-13,519438,23,1604,2,EUR
1475000,1,2019-01-14,727109,30,508,3,EUR
1475002,1,2019-01-14,345242,8,1766,3,CAD
1475004,1,2019-01-14,1979787,61,423,3,USD
1475005,1,2019-01-14,55914,6,94,4,AUD
1475006,1,2019-01-14,400848,23,1497,1,EUR
1475009,1,2019-01-14,1250029,0,1701,2,USD
1475012,1,2019-01-14,252769,8,1422,1,CAD
1476005,1,2019-01-15,810541,32,1527,2,EUR
1476007,1,2019-01-15,2039658,57,50,1,USD
1476024,1,2019-01-15,1414215,53,1622,3,USD
1477003,1,2019-01-16,660232,12,1700,6,EUR
1477008,1,2019-01-16,1792653,0,1466,2,USD
1477011,1,2019-01-16,1368371,61,2043,5,USD
1477020,1,2019-01-16,60411,6,2045,2,AUD
1477025,1,2019-01-16,1996797,45,454,2,USD
1477028,1,2019-01-16,2059385,49,1346,1,USD
1478005,1,2019-01-17,1509978,51,969,3,USD
1478006,1,2019-01-17,682544,0,452,5,EUR
1478010,1,2019-01-17,1479170,48,1681,7,USD
1478016,1,2019-01-17,2045626,64,115,1,USD
1478022,1,2019-01-17,1457391,56,2494,4,USD
1478027,1,2019-01-17,447603,23,178,4,EUR
1478031,1,2019-01-17,444667,22,1670,3,EUR
1478033,1,2019-01-17,839948,34,1659,6,EUR
1479001,1,2019-01-18,436081,21,1096,4,EUR
1479005,1,2019-01-18,236161,8,1683,1,CAD
1479007,1,2019-01-18,810304,31,1031,1,EUR
1479008,1,2019-01-18,1997694,62,951,3,USD
1479009,1,2019-01-18,730335,30,1706,8,EUR
1479013,1,2019-01-18,1912515,63,2511,2,USD
1479014,1,2019-01-18,1497151,0,425,7,USD
1479019,1,2019-01-18,74071,5,356,2,AUD
1479020,1,2019-01-18,467182,24,1680,8,EUR
1479021,1,2019-01-18,303085,9,1500,1,CAD
1480000,1,2019-01-19,1284322,64,1569,1,USD
1480001,1,2019-01-19,1645441,45,1490,10,USD
1480008,1,2019-01-19,1827243,54,113,2,USD
1480010,1,2019-01-19,854579,32,1687,2,EUR
1480015,1,2019-01-19,1353843,43,1650,9,USD
1480016,1,2019-01-19,876685,0,433,4,EUR
1480028,1,2019-01-19,328714,10,70,3,CAD
1480029,1,2019-01-19,1956080,51,1221,3,USD
1480035,1,2019-01-19,2034808,63,1008,5,USD
1480037,1,2019-01-19,2043619,57,66,1,USD
1480039,1,2019-01-19,728022,29,30,3,EUR
1480040,1,2019-01-19,1559552,61,363,3,USD
1481003,1,2019-01-20,1694264,55,1634,4,USD
1482000,1,2019-01-21,1322428,47,8,2,USD
1482001,1,2019-01-21,1997727,49,431,2,USD
1482002,1,2019-01-21,80155,5,1742,4,AUD
1482008,1,2019-01-21,354485,9,30,4,CAD
1482011,1,2019-01-21,1703807,56,63,7,USD
1482018,1,2019-01-21,702870,0,2490,10,EUR
1483000,1,2019-01-22,1545230,64,1608,7,USD
1483001,1,2019-01-22,37802,0,1352,1,AUD
1483002,1,2019-01-22,1817680,66,1619,2,USD
1483007,1,2019-01-22,1807423,57,1409,4,USD
1483009,1,2019-01-22,1208128,44,1474,3,USD
1483011,1,2019-01-22,1566742,59,1622,2,USD
1483012,1,2019-01-22,120398,6,1917,1,AUD
1483015,1,2019-01-22,585202,27,102,4,EUR
1484002,1,2019-01-23,967098,37,1241,3,GBP
1484003,1,2019-01-23,1044742,36,1793,3,GBP
1484004,1,2019-01-23,502517,22,2502,1,EUR
1484011,1,2019-01-23,624293,18,164,6,EUR
1484012,1,2019-01-23,1854577,61,418,3,USD
1484013,1,2019-01-23,997846,38,1524,2,GBP
1484016,1,2019-01-23,1803346,66,94,5,USD
1484020,1,2019-01-23,1835849,0,434,1,USD
1484028,1,2019-01-23,1581788,55,1707,6,USD
1484029,1,2019-01-23,275830,8,102,7,CAD
1484031,1,2019-01-23,775239,30,58,1,EUR
1485000,1,2019-01-24,1427869,0,1629,5,USD
1485002,1,2019-01-24,607598,12,1233,2,EUR
1485009,1,2019-01-24,1385568,54,1605,8,USD
1485010,1,2019-01-24,221062,10,1661,2,CAD
1485014,1,2019-01-24,1940708,54,438,3,USD
1485016,1,2019-01-24,1909649,49,1197,6,USD
1485017,1,2019-01-24,1087790,0,132,1,GBP
1485030,1,2019-01-24,510088,21,57,1,EUR
1485033,1,2019-01-24,1097685,37,1188,1,GBP
1486000,1,2019-01-25,625495,14,427,7,EUR
1486001,1,2019-01-25,1430718,64,1178,3,USD
1486006,1,2019-01-25,1197455,38,474,1,GBP
1486009,1,2019-01-25,1698828,56,2099,1,USD
1486012,1,2019-01-25,1436857,0,1615,4,USD
1486014,1,2019-01-25,1699570,59,1702,1,USD
1486015,1,2019-01-25,1529235,0,1851,5,USD
1486016,1,2019-01-25,902770,42,1603,3,GBP
1486024,1,2019-01-25,1022794,0,2014,9,GBP
1487004,1,2019-01-26,1999956,59,1626,3,USD
1487008,1,2019-01-26,672129,12,1682,6,EUR
1487009,1,2019-01-26,969762,42,2495,9,GBP
1487013,1,2019-01-26,1397652,54,2025,4,USD
1487025,1,2019-01-26,2014737,47,447,7,USD
1487026,1,2019-01-26,1592367,64,171,1,USD
1487032,1,2019-01-26,2081773,0,1625,4,USD
1487033,1,2019-01-26,1991497,53,1582,7,USD
1487036,1,2019-01-26,363584,9,1823,3,CAD
1489001,1,2019-01-28,1234917,43,1686,7,USD
1489007,1,2019-01-28,1267352,65,108,9,USD
1489008,1,2019-01-28,129540,0,1633,4,AUD
1489010,1,2019-01-28,1585075,54,1577,1,USD
1489020,1,2019-01-28,705717,0,14,1,EUR
1490002,1,2019-01-29,1912774,0,1628,2,USD
1490003,1,2019-01-29,1132540,39,1937,5,GBP
1490004,1,2019-01-29,905941,0,1416,1,GBP
1490005,1,2019-01-29,1637269,57,1659,1,USD
1490009,1,2019-01-29,2032588,55,78,7,USD
1490011,1,2019-01-29,1892265,0,1181,3,USD
1490015,1,2019-01-29,285730,10,1641,1,CAD
1490018,1,2019-01-29,1315137,54,455,2,USD
1490019,1,2019-01-29,1729347,59,54,1,USD
1490021,1,2019-01-29,1484963,0,1433,6,USD
1491000,1,2019-01-30,80029,6,1614,2,AUD
1491002,1,2019-01-30,1532248,0,1676,1,USD
1491004,1,2019-01-30,1533894,56,1614,3,USD
1491005,1,2019-01-30,1934470,45,1432,3,USD
1491007,1,2019-01-30,1798806,59,8,1,USD
1491011,1,2019-01-30,1208968,64,79,1,USD
1491015,1,2019-01-30,1451919,51,1087,5,USD
1491021,1,2019-01-30,1140842,38,1487,1,GBP
1491026,1,2019-01-30,491529,24,414,2,EUR
1491027,1,2019-01-30,1111954,42,516,1,GBP
1491029,1,2019-01-30,666173,14,66,1,EUR
1492000,1,2019-01-31,872536,0,1440,1,EUR
1492001,1,2019-01-31,314133,9,1937,5,CAD
1492002,1,2019-01-31,1948852,55,1457,2,USD
1492005,1,2019-01-31,1065501,0,1583,6,GBP
1492008,1,2019-01-31,1243578,45,533,1,USD
1492010,1,2019-01-31,1334387,65,1578,1,USD
1492012,1,2019-01-31,1440062,45,1327,3,USD
1492013,1,2019-01-31,772646,0,484,2,EUR
1492019,1,2019-01-31,651347,18,1674,2,EUR
1492020,1,2019-01-31,1823278,57,2131,4,USD
1492024,1,2019-01-31,1459686,0,430,1,USD
1492025,1,2019-01-31,355632,8,1590,1,CAD
1492026,1,2019-01-31,1531565,61,1138,5,USD
1492028,1,2019-01-31,2087843,64,845,1,USD
1492029,1,2019-01-31,1621370,53,170,5,USD
1492033,1,2019-01-31,1501443,55,88,2,USD
1493002,1,2019-02-01,624165,13,1533,2,EUR
1493003,1,2019-02-01,2002810,56,1747,7,USD
1493004,1,2019-02-01,1278242,49,1673,6,USD
1493007,1,2019-02-01,224376,10,2159,2,CAD
1493015,1,2019-02-01,1930815,61,1602,2,USD
1493019,1,2019-02-01,1751918,55,1737,3,USD
1493023,1,2019-02-01,2026106,55,518,2,USD
1494000,1,2019-02-02,1482513,64,1764,2,USD
1494002,1,2019-02-02,1551066,44,1693,9,USD
1494004,1,2019-02-02,1979879,45,42,2,USD
1494007,1,2019-02-02,2055764,0,143,4,USD
1494008,1,2019-02-02,1406178,53,92,1,USD
1494018,1,2019-02-02,1921863,44,1597,7,USD
1494021,1,2019-02-02,1342539,61,850,6,USD
1494022,1,2019-02-02,1345643,0,821,1,USD
1494024,1,2019-02-02,1795690,0,1582,2,USD
1494026,1,2019-02-02,795665,0,1319,3,EUR
1494027,1,2019-02-02,1691683,0,95,2,USD
1494028,1,2019-02-02,343285,9,183,2,CAD
1494029,1,2019-02-02,907297,40,1317,1,GBP
1494030,1,2019-02-02,1047050,36,528,1,GBP
1494034,1,2019-02-02,1219767,43,182,3,USD
1494039,1,2019-02-02,1981433,54,459,4,USD
1495000,1,2019-02-03,1773061,54,2162,2,USD
1496000,1,2019-02-04,456958,24,456,1,EUR
1496004,1,2019-02-04,1577700,53,2495,2,USD
1496005,1,2019-02-04,1651796,65,1124,1,USD
1496008,1,2019-02-04,564676,20,2490,1,EUR
1496009,1,2019-02-04,706638,0,2135,2,EUR
1496010,1,2019-02-04,188404,4,441,10,AUD
1496012,1,2019-02-04,775606,29,2369,1,EUR
1496015,1,2019-02-04,171253,0,137,1,AUD
1496016,1,2019-02-04,1193695,37,2009,5,GBP
1497000,1,2019-02-05,505288,27,100,2,EUR
1497002,1,2019-02-05,550082,0,856,1,EUR
1497005,1,2019-02-05,1010453,36,1787,4,GBP
1497006,1,2019-02-05,483702,27,1353,3,EUR
1497008,1,2019-02-05,1149875,39,616,3,GBP
1497012,1,2019-02-05,738874,29,1549,3,EUR
1497013,1,2019-02-05,1129712,37,437,3,GBP
1497018,1,2019-02-05,1672305,51,1581,1,USD
1497019,1,2019-02-05,528629,24,1720,3,EUR
1497022,1,2019-02-05,2086673,61,1511,1,USD
1497023,1,2019-02-05,1921349,49,1453,6,USD
1497024,1,2019-02-05,1772778,47,2051,7,USD
1498003,1,2019-02-06,411322,27,2491,1,EUR
1498005,1,2019-02-06,1775819,0,1644,2,USD
1498009,1,2019-02-06,1640519,55,1016,1,USD
1498011,1,2019-02-06,1546647,0,1634,3,USD
1498020,1,2019-02-06,1477712,53,696,1,USD
1498023,1,2019-02-06,264515,10,1660,6,CAD
1498032,1,2019-02-06,1700848,64,1427,1,USD
1499000,1,2019-02-07,1251211,49,1698,1,USD
1499008,1,2019-02-07,1860389,0,1428,3,USD
1499010,1,2019-02-07,564676,24,440,1,EUR
1499011,1,2019-02-07,2057721,65,1815,4,USD
1499014,1,2019-02-07,715379,29,62,2,EUR
1499015,1,2019-02-07,992981,40,67,1,GBP
1499017,1,2019-02-07,1248961,0,149,1,USD
1499022,1,2019-02-07,1058061,0,1631,5,GBP
1499024,1,2019-02-07,2084056,51,455,8,USD
1499026,1,2019-02-07,2075340,64,1639,7,USD
1499028,1,2019-02-07,844760,34,685,2,EUR
1499029,1,2019-02-07,293936,10,1594,2,CAD
1500003,1,2019-02-08,1970732,0,2186,7,USD
1500005,1,2019-02-08,2018685,63,433,7,USD
1500008,1,2019-02-08,406124,0,1660,4,EUR
1500009,1,2019-02-08,1131576,38,1572,1,GBP
1500010,1,2019-02-08,1353710,47,1632,7,USD
1500013,1,2019-02-08,1908818,50,423,1,USD
1500014,1,2019-02-08,744459,30,2510,5,EUR
1500016,1,2019-02-08,1724786,61,99,1,USD
1500019,1,2019-02-08,1925694,66,112,3,USD
1500020,1,2019-02-08,1571781,47,2128,4,USD
1501005,1,2019-02-09,1210809,51,950,3,USD
1501007,1,2019-02-09,1295740,55,1652,1,USD
1501012,1,2019-02-09,1455437,44,427,2,USD
1501015,1,2019-02-09,1465839,48,474,8,USD
1501016,1,2019-02-09,548685,22,701,2,EUR
1501017,1,2019-02-09,1137620,42,578,7,GBP
1501021,1,2019-02-09,222617,10,535,2,CAD
1501026,1,2019-02-09,1450086,43,1908,4,USD
1501029,1,2019-02-09,717000,29,1057,6,EUR
1501030,1,2019-02-09,1505443,55,458,6,USD
1501031,1,2019-02-09,1702638,44,475,2,USD
1501039,1,2019-02-09,1740873,47,60,3,USD
1501040,1,2019-02-09,1885351,0,1690,3,USD
1503001,1,2019-02-11,443720,23,1817,1,EUR
1503003,1,2019-02-11,365565,8,2094,3,CAD
1503005,1,2019-02-11,649267,15,455,6,EUR
1503010,1,2019-02-11,1295834,47,2006,4,USD
1503012,1,2019-02-11,1765910,0,454,1,USD
1503016,1,2019-02-11,1247074,50,1453,2,USD
1503018,1,2019-02-11,967098,40,1615,6,GBP
1503022,1,2019-02-11,1397652,59,2515,3,USD
1504004,1,2019-02-12,921171,37,1479,5,GBP
1504007,1,2019-02-12,1867082,59,1175,1,USD
1504010,1,2019-02-12,2091204,63,100,1,USD
1504011,1,2019-02-12,1132370,42,1633,2,GBP
1504012,1,2019-02-12,744667,30,1256,3,EUR
1504013,1,2019-02-12,1489054,55,1644,1,USD
1504014,1,2019-02-12,1895744,65,462,3,USD
1504019,1,2019-02-12,1056363,38,2504,1,GBP
1504024,1,2019-02-12,2040948,54,622,3,USD
1504031,1,2019-02-12,265666,0,1597,6,CAD
1505002,1,2019-02-13,1142741,38,49,7,GBP
1505005,1,2019-02-13,1307638,64,2512,1,USD
1505006,1,2019-02-13,1947939,64,422,1,USD
1505012,1,2019-02-13,1674200,50,1696,1,USD
1505017,1,2019-02-13,1928016,59,418,7,USD
1505018,1,2019-02-13,816916,34,1524,1,EUR
1505019,1,2019-02-13,1596027,51,820,1,USD
1505022,1,2019-02-13,1745111,0,2088,4,USD
1505025,1,2019-02-13,975773,38,1628,3,GBP
1505027,1,2019-02-13,1124706,40,711,3,GBP
1505030,1,2019-02-13,1322959,66,83,2,USD
1505031,1,2019-02-13,1141652,40,114,2,GBP
1505034,1,2019-02-13,1127638,42,1785,1,GBP
1505035,1,2019-02-13,884538,0,1809,3,EUR
1505047,1,2019-02-13,2013811,0,1388,1,USD
1505049,1,2019-02-13,1645326,61,1615,1,USD
1506008,1,2019-02-14,1335615,65,1654,5,USD
1506009,1,2019-02-14,1097307,40,1493,7,GBP
1506013,1,2019-02-14,914790,0,1801,2,GBP
1506022,1,2019-02-14,1451966,0,115,3,USD
1506026,1,2019-02-14,1454859,44,471,9,USD
1506028,1,2019-02-14,686451,14,2145,2,EUR
1506031,1,2019-02-14,1106087,0,1784,7,GBP
1506033,1,2019-02-14,1813998,61,1661,1,USD
1506044,1,2019-02-14,299860,9,481,10,CAD
1506051,1,2019-02-14,1559760,56,417,2,USD
1506056,1,2019-02-14,1316622,63,594,1,USD
1506057,1,2019-02-14,962529,40,62,1,GBP
1506058,1,2019-02-14,1765634,59,1858,10,USD
1506059,1,2019-02-14,1324581,0,601,2,USD
1507003,1,2019-02-15,2020420,0,675,5,USD
